asin,overall,reviewText,summary,verified,vote
B000S14PFM,4.0,"I bought this Sakura 38369 3D Pen Set for my preteen daughter who is into cartooning. She enjoys using these because she can tell that they give her drawings a subtle 3D quality (her friends even noticed the difference without her saying a word). However, we both feel that this set definitely needs a yellowish/golden tinted pen.

Any art set needs to at least include some type of variation of the 3 basic colors-red, blue and yellow. Since these pens are more ""earthy,"" a golden hue would be very appropriate-logically completing this set.

In order to get the basic colors, I'd recommend the Sakura 38370 (which is currently cheaper, as of this writing). That's a little disappointing, since we weren't looking for such a bright palette.

Instead, TWO white pens are included in the set. The white draws clear and are good for blending and adding additional gloss. However, the white color only emerges (clearly on colored paper) once the ink dries.

These pens give a smoother, thicker line than the cheaper gel pens I also purchased. They come with a tiny plastic bit on the ball tip (beneath the regular cap to further prevent premature dry-out).

If a yellowish pen was included instead of a duplicate white, this would be a 5-star review.",Good Quality for Subtle 3D-Incomplete Without Yellow Hue,True,4
B000S14PFM,5.0,like,Five Stars,False,
B000S14PFM,5.0,"I have been trying out a lot of pens by different manufacturers lately, and Sakuras are my favorite: all types, the glaze, moonlight, classic, glitter, shadow: I can't get along without any of them, any more!",the best of the rest,True,
B000S14PFM,5.0,aok,Five Stars,True,
B000S14PFM,5.0,Very nice. Quite to my expectations.,Five Stars,True,
B000S14PFM,5.0,"I particularly love these glazes! You can layer them over other colors, not just other colors of glaze, but other colors of moonlights, glitters, etc, and get wonderous effects. Gorgeous to make a layer of glitter, then re-layer over with a glaze. YUM YUM~! And I love the enameled effect they give. I make ""tiles"" from Islamic designs and color them with the glazes (and other styles of pen), making sure to cover the whole tile, and, really, you could mount them on the wall. I use foamcore and cut out the tile shapes, and I DO mount those...",I loves me my Gellies,True,
B000S14PFM,5.0,"I loved using these on my handmade cards!! They added dimension without adding weight. That is important to me because I send the cards through the mail. I have used up the black, white and red ones in the package.
These would be best used when you want to add dimension to scrapbooking or cards.",Glaze 3-D Markers,True,
B000S14PFM,5.0,"Such a cool, glaze effect. These  pens really do produce a slightly glazed, jelly-looking effect. Its so neat. It's almost a lacquered-look, which is pretty neat.",Love the effect,True,
B000S14PFM,5.0,"They are perfect for journaling, doodling, scrapbooking -- any time you want your work to pop!  Use a toothpick to blend colours.  I especially love them for faux stitching.  They are also a great alternative to heat embossing.  Just remember to allow enough drying time.",Make your art work pop with these fabulous pens!,False,
B000S14PFM,5.0,Where were these when I was a tween?  gah.  I use these pens to draw with my Silhouette Cameo.  They work great and are a very nice touch.  Very pretty.  Glides on smooth.  Love them.,Love these,True,
B000S14PFM,5.0,"I was really pleased to find that these glaze pens, when dry, resist the ink of Tombow pens.... kind of like being able to make your own coloring book :-). The ink flows very freely and evenly. Beautiful colors with a hint of pearlescense.",great pens.,True,8
B000S14PFM,5.0,"These gelly pens make you want to drop everything else and get to work on your next art project. Smooth flow of ink, great colors, just a pleasure to use.",Gellin',True,
B000S14PFM,5.0,Very nice! The purchase in question has certainly met my unmitigated standard for satisfaction. I would recommend this item to anyone so inclined to be thus interested.,Very nice!,True,2
B000S14PFM,5.0,There are few pens I've used that have impacted my crafting as much as these did. I love the look of the glaze so much that I do a lot  more writing on my cards than I ever used to. I want more!,Changed my crafting,True,
B000S14PFM,5.0,"I have used these before and after shrinking for pet tags and charms, they work wonderfully. Sakura is the only pens I will buy nowadays.",Shrink Plastic jewelry plus these = magic.,True,
B000S14PFM,5.0,"I use them for Shrink art and they are fantastic. I have ordered the souffle colors as well for this purpose. Permanent.

In fact the only thing that made them bleed was using the wrong sealer on a few pieces, which you kind of have to play around with.",these pens are awesome for non-porous surfaces,True,4
B000S14PFM,5.0,"wow. I've never had such fun with pens in my life. They do exactly as advertised. the only thing I could say against them is that the ink runs out fast. I've used more than half the ink in every pen already. So I just placed another order, along with the 2 other varieties GLAZE has out there",Glaze Pens,True,
B000S14PFM,5.0,I love introducing new mediums to my favorite/only sister.  She is just getting started in the wonderful world of cardmaking!!!!!,Yet another gift,True,2
B000S14PFM,5.0,"Unique pens. you can make the colors thicker as you re-paint on top of them
if you love them you can buy the 64 set Sakura pens which I also bought and love all
of them.",My 2nd set and still love them,True,
B000S14PFM,5.0,I love all of the Sakura pens that I have purchased.  These are no exception.  The work very well for my art work.  I highly recommend them.,Great pens,True,2
B000S14PFM,4.0,"I love these pens, but I warn you that you had better use them and not let them sit around for too long because they will dry out.",Great pens,True,2
B000S14PFM,5.0,I love the vivid colors of these pens. The 3-dimensional ink adds a different element to embellishing. Whether in scrapbooking or other crafts I am very happy with these pens.,Sakura 3-dimentional pens,True,2
B000S14PFM,5.0,"These pens are wonderful. Whether you enjoy embellishing scrapbooks or any other craft, they are great. There is a great variety of colors.",Sakura 3-Dimentional Pens,True,
B000S14PFM,5.0,"I bought the other (brighter) Glaze set a few months back and I absolutely love them. Unfortunately I pulled a stupid and left my cap off of the clear Glaze pen for a few weeks (I put my pens in a case), and I frowned when I went to use it and realized I had left the cap off of it. I couldn't find any open stock clear Glaze pens, and then I found these. I am a pen fanatic, I get excited when I get new pens, and since these had a WHITE Glaze pen AND a clear Glaze pen it was a no-brainer. I didn't have these colors. I have reviews on a few different writing utensils along with pictures of how they look from different angles on different kinds to paper, so I highly encourage you to view them. On the green colored pens, the one that looks darkest is actually the lighter green, and vice versa, so I highly recommend making a swatch; they don't come with the names of color on them either, so I made some up and labeled them (with a label maker, but you can always write it on a piece of paper and use clear tape to adhere it). It's a similar thing with the red and brown, they kind of look alike, but in good lighting you can make the distinction. They will take a bit to dry.

I can't emphasize the love I have for the clear Glaze pen, it gives almost like an embossing effect, but without the powder mess that gets everywhere and a heat tool.",The Amazing Glaze!,True,27
B000S14PFM,5.0,"I love these glaze pens. They are fun to color with, use on different crafty stuff. They take a bit of time to dry so be careful and not smear the ink",Glaze pens are lots of fun,True,2
B000S14PFM,4.0,"I was hoping for pens that had full, covering color.  These are a glaze that add to the color below not cover it so something like adding snow to a night scene won't work.  My ""art"" is playful cards and envelopes just for me so send out and these work though not in the way I wanted.  They are perfect for something like adding interest to a daisy center or drawing a squiggly sun in the corner.",Glaze is nice.,True,
B000S14PFM,5.0,"These are great pens.  They definitely do puff up, I like to use them extremely slowly and with light pressure (I usually use them in my silhouette cameo cutter).  I also use them to ""fill in"" outlines and the texture looks great even with hashing.  They look very much like embossing powder.  Make sure to let them dry, they take a bit but it's worth it.",Wonderful pens.,True,107
